PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	multiplier	LT_Nom_Thread_Len(in)	Length(ref)	L_length(in)	E_full_size_body_max_dia(in)	E_full_size_body_min_dia(in)	F_width_across_flats_basic(in)	F_width_across_flats_max(in)	F_width_across_flats_min(in)	G_width_across_corners_max(in)	G_width_across_corners_min(in)	H_head_height_basic(in)	H_head_height_max(in)	H_head_height_min(in)	R_radius_of_fillet_max(in)	R_radius_of_fillet_min(in)	Material	Reference	Edition
ASME B18.2.1 BOLT 1_1/8 x 4.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/8_x_4.5_UNC_STEEL_SQUARE_BOLT	1_1/8	1.125	7	0.1429	2.5	3.5	2.5	4  1/2 	4.5	1.149	1.098	1.688	1.688	1.631	2.386	2.239	0.75	0.78	0.72	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/8 x 4.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/8_x_4.75_UNC_STEEL_SQUARE_BOLT	1_1/8	1.125	7	0.1429	2.5	3.5	2.5	4  3/4 	4.75	1.149	1.098	1.688	1.688	1.631	2.386	2.239	0.75	0.78	0.72	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/8 x 5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/8_x_5_UNC_STEEL_SQUARE_BOLT	1_1/8	1.125	7	0.1429	2.5	3.5	2.5	5      	5.0	1.149	1.098	1.688	1.688	1.631	2.386	2.239	0.75	0.78	0.72	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/8 x 5.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/8_x_5.5_UNC_STEEL_SQUARE_BOLT	1_1/8	1.125	7	0.1429	2.5	3.5	2.5	5  1/2 	5.5	1.149	1.098	1.688	1.688	1.631	2.386	2.239	0.75	0.78	0.72	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/8 x 6 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/8_x_6_UNC_STEEL_SQUARE_BOLT	1_1/8	1.125	7	0.1429	2.5	3.5	2.5	6      	6.0	1.149	1.098	1.688	1.688	1.631	2.386	2.239	0.75	0.78	0.72	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/8 x 6.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/8_x_6.5_UNC_STEEL_SQUARE_BOLT	1_1/8	1.125	7	0.1429	2.75	3.5	2.75	6  1/2 	6.5	1.149	1.098	1.688	1.688	1.631	2.386	2.239	0.75	0.78	0.72	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/8 x 7 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/8_x_7_UNC_STEEL_SQUARE_BOLT	1_1/8	1.125	7	0.1429	2.75	3.5	2.75	7      	7.0	1.149	1.098	1.688	1.688	1.631	2.386	2.239	0.75	0.78	0.72	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/8 x 7.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/8_x_7.5_UNC_STEEL_SQUARE_BOLT	1_1/8	1.125	7	0.1429	2.75	3.5	2.75	7  1/2 	7.5	1.149	1.098	1.688	1.688	1.631	2.386	2.239	0.75	0.78	0.72	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/8 x 8 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/8_x_8_UNC_STEEL_SQUARE_BOLT	1_1/8	1.125	7	0.1429	2.75	3.5	2.75	8      	8.0	1.149	1.098	1.688	1.688	1.631	2.386	2.239	0.75	0.78	0.72	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 1.25 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_1.25_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	0.75	3.5	2.75	1  1/4 	1.25	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 1.375 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_1.375_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	0.875	3.5	2.75	1  3/8 	1.375	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 1.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_1.5_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	1.0	3.5	2.75	1  1/2 	1.5	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 1.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_1.75_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	1.25	3.5	2.75	1  3/4 	1.75	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 2 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_2_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	1.5	3.5	2.75	2      	2.0	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 2.25 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_2.25_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	1.75	3.5	2.75	2  1/4 	2.25	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 2.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_2.75_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.25	3.5	2.75	2  3/4 	2.75	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 3 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_3_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.5	3.5	2.75	3      	3.0	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 3.25 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_3.25_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.75	3.5	2.75	3  1/4 	3.25	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 3.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_3.5_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.75	3.5	2.75	3  1/2 	3.5	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 3.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_3.75_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.75	3.5	2.75	3  3/4 	3.75	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 4 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_4_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.75	3.5	2.75	4      	4.0	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 4.25 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_4.25_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.75	3.5	2.75	4  1/4 	4.25	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 4.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_4.5_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.75	3.5	2.75	4  1/2 	4.5	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 4.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_4.75_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.75	3.5	2.75	4  3/4 	4.75	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_5_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.75	3.5	2.75	5      	5.0	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 5.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_5.5_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.75	3.5	2.75	5  1/2 	5.5	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 6 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_6_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	2.75	3.5	2.75	6      	6.0	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 6.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_6.5_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	3.0	3.5	3.0	6  1/2 	6.5	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 7 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_7_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	3.0	3.5	3.0	7      	7.0	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 7.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_7.5_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	3.0	3.5	3.0	7  1/2 	7.5	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/4 x 8 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/4_x_8_UNC_STEEL_SQUARE_BOLT	1_1/4	1.25	7	0.1429	3.0	3.5	3.0	8      	8.0	1.277	1.223	1.875	1.875	1.812	2.652	2.489	0.844	0.876	0.812	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 1.375 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_1.375_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	0.7917	3.5	3.0	1  3/8 	1.375	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 1.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_1.5_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	0.9167	3.5	3.0	1  1/2 	1.5	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 1.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_1.75_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	1.1667	3.5	3.0	1  3/4 	1.75	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 2 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_2_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	1.4167	3.5	3.0	2      	2.0	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 2.25 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_2.25_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	1.6667	3.5	3.0	2  1/4 	2.25	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 2.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_2.75_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	2.1667	3.5	3.0	2  3/4 	2.75	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 3 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_3_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	2.4167	3.5	3.0	3      	3.0	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 3.25 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_3.25_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	2.6667	3.5	3.0	3  1/4 	3.25	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 3.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_3.5_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	2.9167	3.5	3.0	3  1/2 	3.5	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 3.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_3.75_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.0	3.5	3.0	3  3/4 	3.75	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 4 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_4_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.0	3.5	3.0	4      	4.0	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 4.25 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_4.25_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.0	3.5	3.0	4  1/4 	4.25	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 4.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_4.5_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.0	3.5	3.0	4  1/2 	4.5	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 4.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_4.75_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.0	3.5	3.0	4  3/4 	4.75	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 5 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_5_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.0	3.5	3.0	5      	5.0	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 5.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_5.5_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.0	3.5	3.0	5  1/2 	5.5	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 6 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_6_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.0	3.5	3.0	6      	6.0	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 6.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_6.5_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.25	3.5	3.25	6  1/2 	6.5	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 7 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_7_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.25	3.5	3.25	7      	7.0	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 7.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_7.5_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.25	3.5	3.25	7  1/2 	7.5	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/8 x 8 UNC STEEL SQUARE	ASME_B_18_2_1_1_3/8_x_8_UNC_STEEL_SQUARE_BOLT	1_3/8	1.375	6	0.1667	3.25	3.5	3.25	8      	8.0	1.404	1.345	2.063	2.062	1.994	2.917	2.738	0.906	0.94	0.872	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 1.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_1.5_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	0.9167	3.5	3.25	1  1/2 	1.5	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 1.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_1.75_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	1.1667	3.5	3.25	1  3/4 	1.75	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 2 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_2_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	1.4167	3.5	3.25	2      	2.0	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 2.25 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_2.25_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	1.6667	3.5	3.25	2  1/4 	2.25	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 2.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_2.75_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	2.1667	3.5	3.25	2  3/4 	2.75	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 3 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_3_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	2.4167	3.5	3.25	3      	3.0	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 3.25 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_3.25_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	2.6667	3.5	3.25	3  1/4 	3.25	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 3.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_3.5_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	2.9167	3.5	3.25	3  1/2 	3.5	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 3.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_3.75_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.1667	3.5	3.25	3  3/4 	3.75	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 4 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_4_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.25	3.5	3.25	4      	4.0	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 4.25 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_4.25_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.25	3.5	3.25	4  1/4 	4.25	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 4.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_4.5_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.25	3.5	3.25	4  1/2 	4.5	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 4.75 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_4.75_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.25	3.5	3.25	4  3/4 	4.75	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_5_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.25	3.5	3.25	5      	5.0	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 5.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_5.5_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.25	3.5	3.25	5  1/2 	5.5	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 6 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_6_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.25	3.5	3.25	6      	6.0	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 6.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_6.5_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.5	3.5	3.5	6  1/2 	6.5	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 7 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_7_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.5	3.5	3.5	7      	7.0	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 7.5 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_7.5_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.5	3.5	3.5	7  1/2 	7.5	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_1/2 x 8 UNC STEEL SQUARE	ASME_B_18_2_1_1_1/2_x_8_UNC_STEEL_SQUARE_BOLT	1_1/2	1.5	6	0.1667	3.5	3.5	3.5	8      	8.0	1.531	1.47	2.25	2.25	2.175	3.182	2.986	1.0	1.036	0.964	0.09	0.03	St	ASME B18.2.1	1996
