PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	multiplier	LT_Nom_Thread_Len(in)	Length(ref)	L_Length(in)	E_full_size_body_max_dia(in)	E_full_size_body_min_dia(in)	F_width_across_flats_basic(in)	F_width_across_flats_max(in)	F_width_across_flats_min(in)	G_width_across_corners_max(in)	G_width_across_corners_min(in)	H_head_height_basic(in)	H_head_height_max(in)	H_head_height_min(in)	R_radius_of_fillet_max(in)	R_radius_of_fillet_min(in)	Material	Reference	Edition
ASME B18.2.1  BOLT 2_1/2 x 7.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_1/2_x_7.5_UNC_STEEL_HEXAGON_HEAD_BOLT	2_1/2	2.5	4 1/2	0.2222	5.5	3.5	5.5	7  1/2 	7.5	2.559	2.461	3.75	3.75	3.625	4.33	4.133	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_1/2 x 8 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_1/2_x_8_UNC_STEEL_HEXAGON_HEAD_BOLT	2_1/2	2.5	4 1/2	0.2222	5.5	3.5	5.5	8      	8.0	2.559	2.461	3.75	3.75	3.625	4.33	4.133	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_1/2 x 8.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_1/2_x_8.5_UNC_STEEL_HEXAGON_HEAD_BOLT	2_1/2	2.5	4 1/2	0.2222	5.5	3.5	5.5	8  1/2 	8.5	2.559	2.461	3.75	3.75	3.625	4.33	4.133	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_1/2 x 9 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_1/2_x_9_UNC_STEEL_HEXAGON_HEAD_BOLT	2_1/2	2.5	4 1/2	0.2222	5.5	3.5	5.5	9      	9.0	2.559	2.461	3.75	3.75	3.625	4.33	4.133	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_1/2 x 9.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_1/2_x_9.5_UNC_STEEL_HEXAGON_HEAD_BOLT	2_1/2	2.5	4 1/2	0.2222	5.5	3.5	5.5	9  1/2 	9.5	2.559	2.461	3.75	3.75	3.625	4.33	4.133	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_1/2 x 10 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_1/2_x_10_UNC_STEEL_HEXAGON_HEAD_BOLT	2_1/2	2.5	4 1/2	0.2222	5.5	3.5	5.5	10      	10.0	2.559	2.461	3.75	3.75	3.625	4.33	4.133	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 3 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_3_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	2.125	3.5	5.75	3      	3.0	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 3.25 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_3.25_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	2.375	3.5	5.75	3  1/4 	3.25	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 3.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_3.5_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	2.625	3.5	5.75	3  1/2 	3.5	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 3.75 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_3.75_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	2.875	3.5	5.75	3  3/4 	3.75	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 4 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_4_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	3.125	3.5	5.75	4      	4.0	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 4.25 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_4.25_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	3.375	3.5	5.75	4  1/4 	4.25	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 4.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_4.5_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	3.625	3.5	5.75	4  1/2 	4.5	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 4.75 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_4.75_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	3.875	3.5	5.75	4  3/4 	4.75	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_5_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	4.125	3.5	5.75	5      	5.0	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 5.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_5.5_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	4.625	3.5	5.75	5  1/2 	5.5	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 6 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_6_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	5.125	3.5	5.75	6      	6.0	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 6.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_6.5_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	5.625	3.5	6.0	6  1/2 	6.5	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 7 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_7_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	6.0	3.5	6.0	7      	7.0	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 7.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_7.5_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	6.0	3.5	6.0	7  1/2 	7.5	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 8 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_8_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	6.0	3.5	6.0	8      	8.0	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 8.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_8.5_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	6.0	3.5	6.0	8  1/2 	8.5	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 9 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_9_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	6.0	3.5	6.0	9      	9.0	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 9.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_9.5_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	6.0	3.5	6.0	9  1/2 	9.5	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 2_3/4 x 10 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_2_3/4_x_10_UNC_STEEL_HEXAGON_HEAD_BOLT	2_3/4	2.75	4	0.25	6.0	3.5	6.0	10      	10.0	2.827	2.711	4.125	4.125	3.988	4.763	4.546	1.813	1.869	1.632	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 3.25 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_3.25_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	2.375	3.5	6.25	3  1/4 	3.25	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 3.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_3.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	2.625	3.5	6.25	3  1/2 	3.5	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 3.75 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_3.75_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	2.875	3.5	6.25	3  3/4 	3.75	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 4 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_4_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	3.125	3.5	6.25	4      	4.0	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 4.25 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_4.25_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	3.375	3.5	6.25	4  1/4 	4.25	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 4.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_4.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	3.625	3.5	6.25	4  1/2 	4.5	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 4.75 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_4.75_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	3.875	3.5	6.25	4  3/4 	4.75	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_5_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	4.125	3.5	6.25	5      	5.0	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 5.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_5.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	4.625	3.5	6.25	5  1/2 	5.5	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 6 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_6_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	5.125	3.5	6.25	6      	6.0	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 6.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_6.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	5.625	3.5	6.5	6  1/2 	6.5	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 7 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_7_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	6.125	3.5	6.5	7      	7.0	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 7.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_7.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	6.5	3.5	6.5	7  1/2 	7.5	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 8 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_8_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	6.5	3.5	6.5	8      	8.0	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 8.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_8.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	6.5	3.5	6.5	8  1/2 	8.5	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 9 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_9_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	6.5	3.5	6.5	9      	9.0	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 9.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_9.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	6.5	3.5	6.5	9  1/2 	9.5	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3 x 10 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_x_10_UNC_STEEL_HEXAGON_HEAD_BOLT	3	3.0	4	0.25	6.5	3.5	6.5	10      	10.0	3.081	2.961	4.5	4.5	4.35	5.196	4.959	2.0	2.06	1.815	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 3.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_3.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	2.625	3.5	6.75	3  1/2 	3.5	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 3.75 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_3.75_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	2.875	3.5	6.75	3  3/4 	3.75	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 4 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_4_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	3.125	3.5	6.75	4      	4.0	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 4.25 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_4.25_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	3.375	3.5	6.75	4  1/4 	4.25	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 4.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_4.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	3.625	3.5	6.75	4  1/2 	4.5	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 4.75 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_4.75_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	3.875	3.5	6.75	4  3/4 	4.75	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	4.125	3.5	6.75	5      	5.0	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 5.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_5.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	4.625	3.5	6.75	5  1/2 	5.5	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 6 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_6_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	5.125	3.5	6.75	6      	6.0	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 6.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_6.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	5.625	3.5	7.0	6  1/2 	6.5	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 7 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_7_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	6.125	3.5	7.0	7      	7.0	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 7.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_7.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	6.625	3.5	7.0	7  1/2 	7.5	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 8 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_8_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	7.0	3.5	7.0	8      	8.0	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 8.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_8.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	7.0	3.5	7.0	8  1/2 	8.5	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 9 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_9_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	7.0	3.5	7.0	9      	9.0	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 9.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_9.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	7.0	3.5	7.0	9  1/2 	9.5	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/4 x 10 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/4_x_10_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/4	3.25	4	0.25	7.0	3.5	7.0	10      	10.0	3.335	3.21	4.875	4.875	4.712	5.629	5.372	2.188	2.251	1.936	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 3.75 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_3.75_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	2.875	3.5	7.25	3  3/4 	3.75	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 4 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_4_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	3.125	3.5	7.25	4      	4.0	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 4.25 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_4.25_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	3.375	3.5	7.25	4  1/4 	4.25	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 4.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_4.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	3.625	3.5	7.25	4  1/2 	4.5	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 4.75 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_4.75_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	3.875	3.5	7.25	4  3/4 	4.75	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	4.125	3.5	7.25	5      	5.0	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 5.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_5.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	4.625	3.5	7.25	5  1/2 	5.5	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 6 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_6_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	5.125	3.5	7.25	6      	6.0	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 6.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_6.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	5.625	3.5	7.5	6  1/2 	6.5	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 7 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_7_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	6.125	3.5	7.5	7      	7.0	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 7.5 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_7.5_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	6.625	3.5	7.5	7  1/2 	7.5	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1  BOLT 3_1/2 x 8 UNC STEEL HEXAGON HEAD	ASME_B18_2_1_3_1/2_x_8_UNC_STEEL_HEXAGON_HEAD_BOLT	3_1/2	3.5	4	0.25	7.125	3.5	7.5	8      	8.0	3.589	3.461	5.25	5.25	5.075	6.062	5.786	2.313	2.38	2.057	0.19	0.06	St	ASME B18.2.1	1996
